# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down,mean_episode_return_bidding,loss_bidding
6735,1777718365.7374637,10776000,-0.06155962496995926,0.017744552344083786,0.06184101104736328,0.0203989427536726,0.06213200464844704,0.01981373317539692,0.08551152795553207,0.4448528289794922
6736,1777718366.996855,10777600,-0.06155962496995926,0.017744552344083786,0.0616125762462616,0.02056840807199478,0.06213200464844704,0.01981373317539692,0.08551152795553207,0.4448528289794922
6737,1777718370.1827855,10779200,-0.06155962496995926,0.017744552344083786,0.06183413043618202,0.02293737418949604,0.06213200464844704,0.01981373317539692,0.08551152795553207,0.4448528289794922
6738,1777718372.5474243,10780800,-0.06155962496995926,0.017744552344083786,0.06183413043618202,0.02293737418949604,0.06200181692838669,0.02077314630150795,0.08551152795553207,0.4448528289794922
6739,1777718373.7627416,10782400,-0.061519403010606766,0.01893739216029644,0.06183413043618202,0.02293737418949604,0.06200181692838669,0.02077314630150795,0.08551152795553207,0.4448528289794922
6740,1777718386.0337234,10784000,-0.06157313287258148,0.01702098734676838,0.06183413043618202,0.02293737418949604,0.06200181692838669,0.02077314630150795,0.08551152795553207,0.4448528289794922
6741,1777718388.226658,10785600,-0.06157313287258148,0.01702098734676838,0.06141851469874382,0.020831895992159843,0.06200181692838669,0.02077314630150795,0.08551152795553207,0.4448528289794922
6742,1777718396.4493344,10787200,-0.061512745916843414,0.01959822326898575,0.06141851469874382,0.020831895992159843,0.06200181692838669,0.02077314630150795,0.08551152795553207,0.4448528289794922
6743,1777718399.3615334,10788800,-0.061512745916843414,0.01959822326898575,0.06141851469874382,0.020831895992159843,0.06200181692838669,0.02077314630150795,0.0853872299194336,0.3013778328895569
6744,1777718399.8457053,10790400,-0.061512745916843414,0.01959822326898575,0.06141851469874382,0.020831895992159843,0.06214679405093193,0.018866242840886116,0.0853872299194336,0.3013778328895569
6745,1777718401.7507753,10792000,-0.061512745916843414,0.01959822326898575,0.06132734194397926,0.017972929403185844,0.06214679405093193,0.018866242840886116,0.0853872299194336,0.3013778328895569
6746,1777718401.9790416,10793600,-0.061512745916843414,0.01959822326898575,0.06132734194397926,0.017972929403185844,0.06206993758678436,0.02183935046195984,0.0853872299194336,0.3013778328895569
6747,1777718405.4267077,10795200,-0.061512745916843414,0.01959822326898575,0.06122461333870888,0.020114030689001083,0.06206993758678436,0.02183935046195984,0.0853872299194336,0.3013778328895569
6748,1777718405.5570195,10796800,-0.06147575378417969,0.018574127927422523,0.06122461333870888,0.020114030689001083,0.06206993758678436,0.02183935046195984,0.0853872299194336,0.3013778328895569
6749,1777718410.140849,10798400,-0.06147575378417969,0.018574127927422523,0.06122461333870888,0.020114030689001083,0.062085721641778946,0.01878419890999794,0.0853872299194336,0.3013778328895569
6750,1777718412.5425951,10800000,-0.06147575378417969,0.018574127927422523,0.06122461333870888,0.020114030689001083,0.06160532683134079,0.02248222380876541,0.0853872299194336,0.3013778328895569
6751,1777718414.7755792,10801600,-0.06147575378417969,0.018574127927422523,0.06122461333870888,0.020114030689001083,0.06139063835144043,0.02337079867720604,0.0853872299194336,0.3013778328895569
6752,1777718415.1422033,10803200,-0.06147575378417969,0.018574127927422523,0.06143244728446007,0.020315714180469513,0.06139063835144043,0.02337079867720604,0.0853872299194336,0.3013778328895569
6753,1777718415.4330692,10804800,-0.06147575378417969,0.018574127927422523,0.06143244728446007,0.020315714180469513,0.06182652711868286,0.015707898885011673,0.0853872299194336,0.3013778328895569
6754,1777718415.5035565,10806400,-0.06177559867501259,0.01746390387415886,0.06143244728446007,0.020315714180469513,0.06182652711868286,0.015707898885011673,0.0853872299194336,0.3013778328895569
6755,1777718419.068183,10808000,-0.06177559867501259,0.01746390387415886,0.06162242591381073,0.017074884846806526,0.06182652711868286,0.015707898885011673,0.0853872299194336,0.3013778328895569
6756,1777718419.4336221,10809600,-0.06177559867501259,0.01746390387415886,0.06174404174089432,0.019401151686906815,0.06182652711868286,0.015707898885011673,0.0853872299194336,0.3013778328895569
6757,1777718421.4986331,10811200,-0.061816319823265076,0.02020656131207943,0.06174404174089432,0.019401151686906815,0.06182652711868286,0.015707898885011673,0.0853872299194336,0.3013778328895569
6758,1777718427.5387948,10812800,-0.061816319823265076,0.02020656131207943,0.06174404174089432,0.019401151686906815,0.0616152361035347,0.019334329292178154,0.0853872299194336,0.3013778328895569
6759,1777718427.7363575,10814400,-0.06132809445261955,0.017883801832795143,0.06174404174089432,0.019401151686906815,0.0616152361035347,0.019334329292178154,0.0853872299194336,0.3013778328895569
6760,1777718428.7594671,10816000,-0.061442963778972626,0.017165396362543106,0.06174404174089432,0.019401151686906815,0.0616152361035347,0.019334329292178154,0.0853872299194336,0.3013778328895569
6761,1777718431.6646192,10817600,-0.061442963778972626,0.017165396362543106,0.061374153941869736,0.020317470654845238,0.0616152361035347,0.019334329292178154,0.0853872299194336,0.3013778328895569
6762,1777718432.1104293,10819200,-0.061442963778972626,0.017165396362543106,0.061374153941869736,0.020317470654845238,0.06162767857313156,0.019566219300031662,0.0853872299194336,0.3013778328895569
6763,1777718435.022888,10820800,-0.061442963778972626,0.017165396362543106,0.06142297759652138,0.020550403743982315,0.06162767857313156,0.019566219300031662,0.0853872299194336,0.3013778328895569
6764,1777718436.3245714,10822400,-0.06095288693904877,0.021371563896536827,0.06142297759652138,0.020550403743982315,0.06162767857313156,0.019566219300031662,0.0853872299194336,0.3013778328895569
6765,1777718449.9880185,10824000,-0.06135258451104164,0.015612070448696613,0.06142297759652138,0.020550403743982315,0.06162767857313156,0.019566219300031662,0.0853872299194336,0.3013778328895569
6766,1777718452.9188867,10825600,-0.06135258451104164,0.015612070448696613,0.06124639883637428,0.02185182087123394,0.06162767857313156,0.019566219300031662,0.0853872299194336,0.3013778328895569
6767,1777718458.9414985,10827200,-0.06135201454162598,0.019742075353860855,0.06124639883637428,0.02185182087123394,0.06162767857313156,0.019566219300031662,0.0853872299194336,0.3013778328895569
6768,1777718461.68074,10828800,-0.06135201454162598,0.019742075353860855,0.06124639883637428,0.02185182087123394,0.061380378901958466,0.02108260616660118,0.0853872299194336,0.3013778328895569
6769,1777718464.549591,10830400,-0.06135201454162598,0.019742075353860855,0.061319589614868164,0.020334560424089432,0.061380378901958466,0.02108260616660118,0.0853872299194336,0.3013778328895569
6770,1777718464.7110634,10832000,-0.06135201454162598,0.019742075353860855,0.061319589614868164,0.020334560424089432,0.06150402873754501,0.020624859258532524,0.0853872299194336,0.3013778328895569
6771,1777718468.7690675,10833600,-0.061740245670080185,0.01966344751417637,0.061319589614868164,0.020334560424089432,0.06150402873754501,0.020624859258532524,0.0853872299194336,0.3013778328895569
6772,1777718469.7285879,10835200,-0.061740245670080185,0.01966344751417637,0.06096288189291954,0.018937116488814354,0.06150402873754501,0.020624859258532524,0.0853872299194336,0.3013778328895569
6773,1777718470.7404277,10836800,-0.061740245670080185,0.01966344751417637,0.06096288189291954,0.018937116488814354,0.06138469651341438,0.018486937507987022,0.0853872299194336,0.3013778328895569
6774,1777718478.691921,10838400,-0.061740245670080185,0.01966344751417637,0.06096288189291954,0.018937116488814354,0.061311859637498856,0.018949022516608238,0.0853872299194336,0.3013778328895569
6775,1777718478.8987389,10840000,-0.061409711837768555,0.019049467518925667,0.06096288189291954,0.018937116488814354,0.061311859637498856,0.018949022516608238,0.0853872299194336,0.3013778328895569
6776,1777718480.1596632,10841600,-0.06157086417078972,0.01702089235186577,0.06096288189291954,0.018937116488814354,0.061311859637498856,0.018949022516608238,0.0853872299194336,0.3013778328895569
6777,1777718480.671017,10843200,-0.06157086417078972,0.01702089235186577,0.06082460656762123,0.023244960233569145,0.061311859637498856,0.018949022516608238,0.0853872299194336,0.3013778328895569
6778,1777718481.4094775,10844800,-0.06157086417078972,0.01702089235186577,0.06082460656762123,0.023244960233569145,0.06142549216747284,0.020764395594596863,0.0853872299194336,0.3013778328895569
6779,1777718483.9766881,10846400,-0.06157086417078972,0.01702089235186577,0.06082460656762123,0.023244960233569145,0.061597008258104324,0.020348727703094482,0.0853872299194336,0.3013778328895569
6780,1777718484.8966165,10848000,-0.06157086417078972,0.01702089235186577,0.06081002205610275,0.018669545650482178,0.061597008258104324,0.020348727703094482,0.0853872299194336,0.3013778328895569
6781,1777718485.4884608,10849600,-0.06157086417078972,0.01702089235186577,0.06096985563635826,0.01711324229836464,0.061597008258104324,0.020348727703094482,0.0853872299194336,0.3013778328895569
6782,1777718489.7106009,10851200,-0.06143617630004883,0.01639888621866703,0.06096985563635826,0.01711324229836464,0.061597008258104324,0.020348727703094482,0.0853872299194336,0.3013778328895569
6783,1777718491.664692,10852800,-0.0610511377453804,0.021522512659430504,0.06096985563635826,0.01711324229836464,0.061597008258104324,0.020348727703094482,0.0853872299194336,0.3013778328895569
6784,1777718492.2836666,10854400,-0.0610511377453804,0.021522512659430504,0.06096985563635826,0.01711324229836464,0.06209664046764374,0.020937437191605568,0.0853872299194336,0.3013778328895569
6785,1777718495.7560987,10856000,-0.0610511377453804,0.021522512659430504,0.06096985563635826,0.01711324229836464,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6786,1777718496.5224724,10857600,-0.0610511377453804,0.021522512659430504,0.06146920844912529,0.021303869783878326,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6787,1777718499.2609735,10859200,-0.060896966606378555,0.021799974143505096,0.06146920844912529,0.021303869783878326,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6788,1777718501.0121028,10860800,-0.060896966606378555,0.021799974143505096,0.061603471636772156,0.02049083262681961,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6789,1777718512.595538,10862400,-0.06137470901012421,0.02067800983786583,0.061603471636772156,0.02049083262681961,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6790,1777718517.8032813,10864000,-0.06137470901012421,0.02067800983786583,0.06162799522280693,0.018565990030765533,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6791,1777718521.227622,10865600,-0.061525553464889526,0.01886831410229206,0.06162799522280693,0.018565990030765533,0.0619506910443306,0.021838942542672157,0.0853872299194336,0.3013778328895569
6792,1777718526.7460663,10867200,-0.061525553464889526,0.01886831410229206,0.06162799522280693,0.018565990030765533,0.061605922877788544,0.02521798014640808,0.0853872299194336,0.3013778328895569
6793,1777718529.7041125,10868800,-0.061525553464889526,0.01886831410229206,0.06162799522280693,0.018565990030765533,0.061709918081760406,0.016883112490177155,0.0853872299194336,0.3013778328895569
6794,1777718531.9185417,10870400,-0.061525553464889526,0.01886831410229206,0.0617370642721653,0.016702957451343536,0.061709918081760406,0.016883112490177155,0.0853872299194336,0.3013778328895569
6795,1777718535.2054265,10872000,-0.06119462847709656,0.018130429089069366,0.0617370642721653,0.016702957451343536,0.061709918081760406,0.016883112490177155,0.0853872299194336,0.3013778328895569
6796,1777718535.3041885,10873600,-0.06119462847709656,0.018130429089069366,0.0617370642721653,0.016702957451343536,0.061669331043958664,0.018926382064819336,0.0853872299194336,0.3013778328895569
6797,1777718536.0296056,10875200,-0.06119462847709656,0.018130429089069366,0.06163335591554642,0.021280458196997643,0.061669331043958664,0.018926382064819336,0.0853872299194336,0.3013778328895569
6798,1777718540.653499,10876800,-0.06119462847709656,0.018130429089069366,0.06163335591554642,0.021280458196997643,0.061669331043958664,0.018926382064819336,0.08543702960014343,0.3586404025554657
6799,1777718542.499813,10878400,-0.06102805957198143,0.019558412954211235,0.06163335591554642,0.021280458196997643,0.061669331043958664,0.018926382064819336,0.08543702960014343,0.3586404025554657
6800,1777718543.9221373,10880000,-0.06102805957198143,0.019558412954211235,0.06163335591554642,0.021280458196997643,0.06170530244708061,0.020513959228992462,0.08543702960014343,0.3586404025554657
6801,1777718544.0837967,10881600,-0.06121756508946419,0.01721378229558468,0.06163335591554642,0.021280458196997643,0.06170530244708061,0.020513959228992462,0.08543702960014343,0.3586404025554657
6802,1777718546.833208,10883200,-0.06121756508946419,0.01721378229558468,0.06163335591554642,0.021280458196997643,0.061544641852378845,0.020490173250436783,0.08543702960014343,0.3586404025554657
6803,1777718547.0295033,10884800,-0.06121756508946419,0.01721378229558468,0.061630476266145706,0.022059015929698944,0.061544641852378845,0.020490173250436783,0.08543702960014343,0.3586404025554657
6804,1777718549.3511853,10886400,-0.06121756508946419,0.01721378229558468,0.06127539649605751,0.023758968338370323,0.061544641852378845,0.020490173250436783,0.08543702960014343,0.3586404025554657
6805,1777718549.7243712,10888000,-0.06121756508946419,0.01721378229558468,0.06127539649605751,0.023758968338370323,0.061375029385089874,0.019646942615509033,0.08543702960014343,0.3586404025554657
6806,1777718551.5233831,10889600,-0.06121756508946419,0.01721378229558468,0.06066511943936348,0.021826714277267456,0.061375029385089874,0.019646942615509033,0.08543702960014343,0.3586404025554657
6807,1777718552.8891354,10891200,-0.06093388795852661,0.019837846979498863,0.06066511943936348,0.021826714277267456,0.061375029385089874,0.019646942615509033,0.08543702960014343,0.3586404025554657
6808,1777718556.0772607,10892800,-0.06037755683064461,0.019266366958618164,0.06066511943936348,0.021826714277267456,0.061375029385089874,0.019646942615509033,0.08543702960014343,0.3586404025554657
6809,1777718558.2599957,10894400,-0.06037755683064461,0.019266366958618164,0.06066511943936348,0.021826714277267456,0.06122897192835808,0.02068885788321495,0.08543702960014343,0.3586404025554657
6810,1777718561.3679862,10896000,-0.06037755683064461,0.019266366958618164,0.06066511943936348,0.021826714277267456,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6811,1777718562.7744226,10897600,-0.060278329998254776,0.018077051267027855,0.06066511943936348,0.021826714277267456,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6812,1777718563.539978,10899200,-0.060278329998254776,0.018077051267027855,0.06084480136632919,0.01899796724319458,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6813,1777718566.8695943,10900800,-0.060278329998254776,0.018077051267027855,0.06070715934038162,0.019237948581576347,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6814,1777718577.4386368,10902400,-0.06007885932922363,0.015039707534015179,0.06070715934038162,0.019237948581576347,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6815,1777718583.7705817,10904000,-0.06007885932922363,0.015039707534015179,0.060562748461961746,0.022175757214426994,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6816,1777718586.3432992,10905600,-0.06010047346353531,0.01866241730749607,0.060562748461961746,0.022175757214426994,0.06096828728914261,0.024655522778630257,0.08543702960014343,0.3586404025554657
6817,1777718592.3443713,10907200,-0.06010047346353531,0.01866241730749607,0.060562748461961746,0.022175757214426994,0.06068292632699013,0.019335610792040825,0.08543702960014343,0.3586404025554657
6818,1777718595.2527468,10908800,-0.06010047346353531,0.01866241730749607,0.060562748461961746,0.022175757214426994,0.0605095811188221,0.019010286778211594,0.08543702960014343,0.3586404025554657
6819,1777718598.166259,10910400,-0.06010047346353531,0.01866241730749607,0.060820549726486206,0.016948247328400612,0.0605095811188221,0.019010286778211594,0.08543702960014343,0.3586404025554657
6820,1777718599.8549964,10912000,-0.06052535027265549,0.01998577080667019,0.060820549726486206,0.016948247328400612,0.0605095811188221,0.019010286778211594,0.08543702960014343,0.3586404025554657
6821,1777718600.3743668,10913600,-0.06052535027265549,0.01998577080667019,0.060820549726486206,0.016948247328400612,0.06032974645495415,0.02222992293536663,0.08543702960014343,0.3586404025554657
6822,1777718602.3312325,10915200,-0.06052535027265549,0.01998577080667019,0.06085344776511192,0.01835211180150509,0.06032974645495415,0.02222992293536663,0.08543702960014343,0.3586404025554657
6823,1777718606.807262,10916800,-0.06048775091767311,0.018840329721570015,0.06085344776511192,0.01835211180150509,0.06032974645495415,0.02222992293536663,0.08543702960014343,0.3586404025554657
6824,1777718608.6633477,10918400,-0.060356251895427704,0.0168833676725626,0.06085344776511192,0.01835211180150509,0.06032974645495415,0.02222992293536663,0.08543702960014343,0.3586404025554657
6825,1777718609.5706,10920000,-0.060356251895427704,0.0168833676725626,0.06085344776511192,0.01835211180150509,0.06055351719260216,0.016690077260136604,0.08543702960014343,0.3586404025554657
